model,car_type,fuel_type,car_rating,year_to_start,riders,year_to_work,mean_rating,distance_sum,rating_min,speed_max,rides_count,ride_time_median,ride_stops_count,user_quality_median,rider_rating_mean,car_accidents_sum,driver_expirience,driver_age_mean,fix_duration_median,mean_destroy_degree,rarest_work,most_freq_work
Kia Sportage,standart,petrol,4.94,2011,2347,2022,4.50603448275862,15453089.8616817,0.0,174.11864582581347,168,43.5,119,-0.9461315521355854,8.030459770114943,1454.0,0.40440463105800767,33.44252873563219,27.5,3.088235294117647,refuel_check,reparking
VW Polo,economy,petrol,2.9,2013,56221,2014,5.3196551724137935,7117578.721825608,0.1,105.92153806100768,169,39.0,162,21.673724458358482,7.967816091954023,1200.0,0.5098881437162341,34.11494252873563,25.0,3.5323529411764705,refuel,repair
Smart ForFour,economy,petrol,3.36,2017,118282,2015,4.596781609195403,14758029.074631205,0.1,165.4200676391832,169,53.0,608,10.03148426471325,8.057471264367816,2167.0,0.5180497904985498,33.98275862068966,23.0,3.4000000000000004,oil_change,repair
VW Tiguan,economy,petrol,3.1,2015,80882,2022,3.8718390804597704,18877752.168065876,0.1,189.418776342528,168,46.5,128,-7.931646745595003,7.93735632183908,1228.0,0.43185134553444626,37.264367816091955,26.0,2.9352941176470586,refuel_check,repair
VW Polo,economy,petrol,4.24,2013,37333,2015,4.393218390804598,17014293.341732223,0.1,168.0,170,38.5,173,-12.68746067967015,8.089080459770114,1983.0,0.776580108998713,33.61494252873563,23.5,3.338235294117647,refuel,repair
Kia Rio X-line,economy,petrol,5.7,2014,70360,2014,4.299080459770114,15839193.251518685,0.0,184.30251364324383,168,49.0,147,3.774053899400964,7.975287356321839,1331.0,0.7875967221598819,34.839080459770116,24.5,3.161764705882353,refuel,reparking
VW Polo,economy,petrol,4.5,2013,47240,2018,4.022068965517241,13299390.419693362,0.1,197.30405923349332,168,45.5,160,11.383957698992255,7.900574712643678,1752.0,0.5059240620871597,32.78735632183908,24.5,3.9,refuel,repair
Kia Sportage,standart,petrol,4.66,2011,10964,2018,4.560919540229885,18633623.27531226,0.1,117.35411293271132,165,39.0,140,-1.7469002934333542,7.788505747126437,1597.0,0.5521326301514778,34.0632183908046,28.5,4.447058823529411,refuel,repair
Audi A3,premium,petrol,4.8,2017,111541,2021,4.272586206896551,11145302.164007286,0.0,200.0,169,40.5,158,7.024735626161373,7.9977011494252865,1224.0,0.47930783096751944,36.298850574712645,23.0,4.3088235294117645,refuel,repair
Hyundai Solaris,economy,petrol,4.7,2014,66138,2020,4.597701149425287,17797665.907094717,0.1,119.0,160,49.5,564,7.497806103297584,8.080459770114942,2316.0,0.6422907720775356,33.21264367816092,25.0,3.447058823529412,refuel,reparking
Hyundai Solaris,economy,petrol,4.0,2015,77172,2020,5.450287356321839,17904842.255405232,0.35,116.39574633496532,162,42.5,152,1.5790237585096838,8.059195402298851,1315.0,0.5157345492380643,33.666666666666664,24.0,3.3911764705882352,refuel,repair
Kia Sportage,standart,petrol,2.48,2012,24398,2019,4.21816091954023,14302565.324701808,0.1,191.6640187876739,171,44.0,138,-1.000676916289856,7.829310344827586,1591.0,0.7447552358920083,32.36206896551724,22.0,3.0205882352941176,oil_change,repair
Kia Rio X-line,economy,petrol,5.56,2015,80216,2016,4.791206896551724,13954704.96642275,0.1,200.0,168,58.0,613,-10.204617279510453,8.089080459770114,2367.0,0.7302691178508767,34.752873563218394,26.0,3.4705882352941178,refuel_check,reparking
Kia Rio X-line,economy,petrol,2.3,2015,77635,2020,4.6516091954022984,11767959.597159764,0.1,174.58479675050268,166,37.0,129,-20.87707851415574,8.13390804597701,1888.0,0.6891381313329739,34.2816091954023,26.5,2.7058823529411766,refuel_reparking,repair
Skoda Rapid,economy,petrol,5.48,2014,70225,2015,4.313850574712644,22259941.961429138,0.0,197.11626122687056,170,46.0,142,0.4332860081764504,8.016091954022988,1236.0,0.30521695230146734,34.05172413793103,26.0,3.764705882352941,refuel_check,repair
Smart ForTwo,economy,petrol,4.6,2017,124372,2014,4.565574712643678,10785211.030213717,0.54,158.0,163,38.0,117,-3.736673020860371,8.099425287356322,1705.0,0.46216179572397686,33.94827586206897,25.0,2.3441176470588236,refuel_check,reparking
Smart ForTwo,economy,petrol,6.44,2013,41238,2019,4.724482758620689,13853076.593825825,0.1,181.35840883362656,164,39.5,125,-5.535064819167317,8.147701149425288,1663.0,0.6851201320004037,33.13793103448276,23.0,3.088235294117647,refuel,repair
VW Polo,economy,petrol,5.72,2013,45196,2019,4.351034482758621,13040219.90399173,0.1,119.09966024650632,170,37.5,149,3.273698150308004,7.833333333333333,1576.0,0.7414619398219511,33.03448275862069,24.5,3.6411764705882352,refuel_check,repair
Skoda Rapid,economy,petrol,2.98,2016,101520,2017,5.2925287356321835,9965664.21344631,0.32,118.59316915833226,166,37.5,141,12.352187365266994,7.981034482758621,1242.0,0.748997949414506,34.229885057471265,27.0,3.48235294117647,refuel,reparking
MINI CooperSE,business,electro,4.38,2013,40181,2021,4.308448275862069,8070298.243789877,0.1,195.1367262465161,171,46.0,152,-19.03795328830379,8.108620689655172,1428.0,0.33196424386175705,36.247126436781606,25.5,2.9382352941176473,refuel,repair
Hyundai Solaris,economy,petrol,4.72,2012,27466,2019,4.7443103448275865,13181285.331851812,0.22,162.79119462060777,168,67.0,686,-19.490124253184966,8.14655172413793,1733.0,0.5460328730825894,32.52873563218391,24.5,3.2058823529411766,refuel,reparking
Nissan Qashqai,standart,petrol,3.08,2013,41189,2017,4.607413793103449,8336693.645284867,0.0,179.9811537995444,168,42.5,138,11.035105415810413,8.018965517241378,1247.0,0.3367059188004858,34.08045977011494,27.0,3.1411764705882352,refuel_check,reparking
Smart ForFour,economy,petrol,4.54,2013,38871,2017,4.79103448275862,10795345.103024974,0.39,153.33696388741285,169,39.0,141,1.681731418512141,8.065517241379311,2216.0,0.6006729504884069,34.0,25.5,2.1941176470588233,refuel,reparking
Smart Coupe,economy,petrol,4.38,2017,128424,2015,5.376149425287356,5660410.065129187,0.1,104.77922716181754,168,37.0,143,2.4587417813408083,8.01206896551724,1437.0,0.2728115903742581,34.94827586206897,28.5,4.176470588235294,refuel,repair
Renault Kaptur,standart,petrol,3.76,2012,31867,2018,4.102413793103449,17685040.567822613,0.1,193.8140948899118,170,44.0,144,-1.2659420235268917,7.875287356321839,1584.0,0.6036919993321598,33.13793103448276,26.0,3.394117647058824,refuel_check,repair
Hyundai Solaris,economy,petrol,4.9,2014,53778,2016,4.966781609195403,13456073.457068102,0.1,191.0,168,53.0,594,12.726329180784605,8.062068965517241,1934.0,0.38363816247096255,33.99425287356322,25.0,3.4823529411764707,refuel,repair
VW Polo VI,economy,petrol,4.52,2015,79469,2014,4.045172413793104,9210214.543163469,0.1,197.44722010910607,169,43.0,147,-2.8275299776048213,7.896551724137931,1514.0,0.7124236596911869,33.54597701149425,24.5,3.841176470588235,refuel_check,repair
VW Polo,economy,petrol,4.38,2014,64605,2019,5.357183908045977,14171272.89538091,0.1,106.57751824343904,170,39.0,127,3.8077826559145755,8.052873563218391,1375.0,0.5279869534229831,34.275862068965516,27.0,4.594117647058823,refuel_check,repair
VW Polo VI,economy,petrol,3.22,2014,55056,2015,4.503793103448276,1478866.3194710591,0.1,117.98874953464332,169,36.5,167,-4.536328257980163,7.9270114942528735,1495.0,0.6956751904367116,32.672413793103445,26.5,3.9970588235294118,refuel,repair
Skoda Rapid,economy,petrol,4.2,2016,88360,2016,5.304942528735633,10214307.811628377,0.1,114.0,169,38.0,153,0.9124258240688383,8.038505747126438,1293.0,0.5677928798349776,34.0,24.0,4.264705882352941,refuel,repair
Skoda Rapid,economy,petrol,4.98,2016,94149,2021,4.773793103448276,13647243.536712484,0.1,120.7491570030344,169,51.5,599,-4.173829433163533,7.980459770114942,1844.0,0.8498135728603907,33.54597701149425,24.5,3.4647058823529413,refuel,reparking
Nissan Qashqai,standart,petrol,3.78,2015,88326,2019,4.191149425287357,21926610.21889629,0.1,196.0,168,46.0,151,7.31645010958317,8.104022988505747,1314.0,0.6022887688327443,34.44827586206897,28.0,2.764705882352941,oil_change,repair
Renault Kaptur,standart,petrol,4.94,2015,83708,2014,4.307471264367816,13472840.098434988,0.1,190.94752262171028,169,45.5,144,-2.2067179163987727,8.102298850574712,1952.0,0.7330183041354463,33.04022988505747,26.0,3.385294117647059,refuel_check,reparking
VW Polo VI,economy,petrol,5.7,2015,82708,2014,4.549080459770114,11911291.161270812,0.0,173.93107580561323,170,39.5,133,-6.938592645356451,8.004022988505747,1385.0,0.6789465892051278,34.7183908045977,23.0,3.447058823529412,refuel,repair
Nissan Qashqai,standart,petrol,3.74,2011,1219,2018,5.415057471264368,12221017.454419818,0.1,104.98422467976398,167,39.0,145,0.8429969722179745,7.977011494252873,1333.0,0.6584344998214954,33.172413793103445,23.0,3.273529411764706,refuel_check,repair
VW Polo VI,economy,petrol,5.58,2015,78994,2019,4.161436781609195,12620659.30033434,0.1,194.37575864887563,171,44.5,146,-13.028668384329125,8.074137931034484,1302.0,0.6257548906679827,34.68390804597701,26.5,2.4382352941176473,refuel,reparking
Smart ForFour,economy,petrol,3.74,2016,105659,2018,4.123908045977011,4941844.209409777,0.1,180.98073013190012,168,41.0,126,-8.673654432314663,7.830459770114943,1621.0,0.6911218506528934,33.39655172413793,26.0,4.1911764705882355,refuel_check,repair
Renault Kaptur,standart,petrol,5.08,2015,87536,2021,5.298103448275862,12565118.503728867,0.69,107.7391980093802,172,41.0,149,-7.835884059808661,7.974712643678161,1270.0,0.7105335941205451,34.91379310344828,26.0,2.926470588235294,refuel_check,reparking
VW Polo VI,economy,petrol,3.6,2013,41213,2017,4.585114942528736,12323477.645439748,0.1,121.11572909053284,171,57.5,620,-15.629438415736958,8.114942528735632,1843.0,0.6575709944404478,34.56896551724138,23.5,3.9558823529411766,refuel_check,repair
Smart Coupe,economy,petrol,3.64,2013,38897,2021,4.3180459770114945,15661299.937939333,0.1,193.0,169,44.0,141,0.09958141856817625,7.999425287356322,1247.0,0.37665503199813527,33.94252873563219,28.0,2.8441176470588236,refuel,reparking
Audi A4,premium,petrol,4.72,2017,116983,2017,4.463218390804598,12585431.817308484,0.1,188.0,169,50.0,139,-7.557827648062274,8.0,1672.0,0.3205952130807775,34.56896551724138,20.5,3.179411764705882,refuel_check,repair
VW Polo VI,economy,petrol,4.54,2014,70612,2019,4.076609195402299,21896242.970119245,0.1,198.32389317110048,169,46.0,134,22.753861505570207,7.793103448275862,1564.0,0.6129539920304565,34.235632183908045,21.0,3.7470588235294118,refuel_check,repair
Skoda Rapid,economy,petrol,3.32,2015,94780,2016,4.589367816091953,9979294.116604712,0.1,119.0,169,63.5,656,27.49516418889398,8.064367816091954,2022.0,0.7544060252451322,33.735632183908045,25.5,3.4441176470588233,oil_change,repair
Nissan Qashqai,standart,petrol,3.86,2012,25720,2022,3.749770114942529,18239356.531710144,0.1,193.1903193516084,168,44.0,157,1.9743711686899466,8.15344827586207,1625.0,0.5941678857525655,34.01724137931034,22.5,3.4382352941176473,refuel,repair
Smart ForFour,economy,petrol,4.34,2017,122107,2018,4.4671839080459765,17678945.10331676,0.1,170.55702493153137,165,36.0,146,-4.985809864675719,8.12183908045977,1948.0,0.5306546123032793,33.758620689655174,26.0,3.152941176470588,refuel,repair
Renault Kaptur,standart,petrol,5.16,2011,4212,2015,4.150459770114942,14188760.302758113,0.1,195.8573427531956,168,49.0,140,-14.245720446760089,7.900574712643678,1629.0,0.6939812016988669,32.867816091954026,25.0,3.235294117647059,refuel,reparking
Kia Rio X-line,economy,petrol,3.58,2013,44588,2018,4.372011494252874,19677106.440373316,0.1,183.40823464876328,170,51.0,155,1.9587918157946516,7.817816091954023,1666.0,0.5704561540481544,32.55172413793103,25.0,3.905882352941177,refuel,repair
Kia Sportage,standart,petrol,5.3,2011,2427,2019,5.353793103448276,13084034.977011835,1.1,110.49121563092096,167,39.0,128,-12.757246269542858,8.01494252873563,1225.0,0.7040780624210805,33.747126436781606,25.5,3.991176470588235,refuel,repair
Smart Coupe,economy,petrol,0.98,2017,119398,2014,4.85264367816092,13666634.067789443,0.59,190.0,170,50.5,567,-6.681505522269614,8.167816091954023,1692.0,0.5330887876594087,33.01149425287356,26.0,3.623529411764706,refuel_check,repair
Hyundai Solaris,economy,petrol,4.86,2011,5638,2018,4.5329310344827585,10762647.126185915,0.1,191.0,167,56.5,671,-2.3148093909428042,8.12183908045977,1807.0,0.5694295938585606,32.98850574712644,25.5,2.926470588235294,refuel_check,repair
Kia Rio X,economy,petrol,3.08,2015,83715,2022,4.150459770114942,8031268.491082722,0.1,199.3953804796364,170,45.5,129,-7.550689863867077,7.789655172413793,1546.0,0.7193869221411231,33.189655172413794,26.0,3.1882352941176473,refuel,repair
Skoda Rapid,economy,petrol,4.4,2016,90059,2020,4.095,14014056.82953846,0.1,189.48483782671656,168,44.5,115,0.2905337191986701,7.8902298850574715,1567.0,0.5483888780452112,33.6551724137931,27.0,3.979411764705883,refuel_check,reparking
VW Polo VI,economy,petrol,3.78,2012,24891,2016,5.539770114942528,13431708.578820394,0.1,117.77742212019918,167,41.5,125,-11.037943777193648,8.066666666666666,1399.0,0.6843017749886122,33.21264367816092,25.5,3.408823529411765,refuel,reparking
VW Polo VI,economy,petrol,4.06,2014,69131,2017,4.433390804597701,13709786.447998155,0.0,200.0,167,43.0,122,3.9643144987754555,8.021264367816093,1307.0,0.6686371406379926,34.235632183908045,27.5,4.3088235294117645,refuel,reparking
VW Tiguan,economy,petrol,4.82,2016,95302,2019,4.107241379310345,16031666.428979764,0.1,184.7762604991148,167,44.0,124,-2.3043358704334302,7.769540229885058,1468.0,0.49614659696050706,35.54597701149425,26.5,3.2147058823529413,refuel_check,reparking
Kia Rio,economy,petrol,4.52,2013,49610,2014,4.025517241379311,11911696.19359929,0.1,197.83680572200964,168,43.0,149,-16.095565398874818,7.969540229885058,1226.0,0.47420599673109387,35.17816091954023,26.5,2.4794117647058824,refuel,reparking
Renault Kaptur,standart,petrol,6.34,2011,3267,2022,4.548103448275862,11994636.444030538,0.39,109.2672146508836,169,41.5,141,-0.5311467311411834,7.8999999999999995,1675.0,0.6107037671621184,32.97126436781609,25.0,2.9499999999999997,refuel,reparking
Smart Coupe,economy,petrol,4.82,2014,66742,2020,4.113735632183908,20470240.35767672,0.1,194.6902927915374,169,45.0,137,-18.339584756765973,7.961494252873563,1214.0,0.48530516495288933,35.13793103448276,26.5,3.423529411764706,refuel,repair
VW Tiguan,economy,petrol,4.48,2017,135569,2019,4.460172413793104,6303441.044048132,0.1,114.79487351587387,167,36.0,129,-5.074578526802522,7.897126436781608,1586.0,0.9297404366128204,34.92528735632184,25.0,3.3323529411764703,refuel_check,reparking
Renault Sandero,standart,petrol,6.02,2015,74211,2019,4.445862068965518,12596567.268159552,0.1,190.8473943144048,171,40.5,144,-1.2450322098886064,8.148850574712645,2185.0,0.5984062146079434,32.94252873563219,28.0,3.144117647058824,refuel,reparking
Kia Rio X-line,economy,petrol,4.48,2012,23765,2014,4.512931034482759,14089395.0362456,0.36,156.03245180846363,165,38.0,142,-0.7310020341217911,8.120689655172415,2194.0,0.601597087594482,32.798850574712645,25.0,3.0500000000000003,refuel,repair
Kia Rio X,economy,petrol,4.44,2015,89113,2016,4.567126436781609,17227580.04255133,0.1,116.0,168,61.0,696,11.106461366113749,8.129310344827585,1673.0,0.5361772375624295,34.62643678160919,24.0,3.2794117647058822,refuel,repair
VW Polo,economy,petrol,5.94,2013,47661,2017,4.479597701149426,14099177.908450391,0.1,109.91340936660404,170,43.5,144,3.701199024655563,7.853448275862069,1494.0,0.543713247154984,34.839080459770116,26.5,4.05,refuel,repair
VW Polo,economy,petrol,4.7,2013,42215,2016,4.075402298850575,18576142.553293813,0.1,181.6296675817976,171,46.5,139,-17.01030349961306,7.86551724137931,1493.0,0.7261574647690288,33.01724137931034,24.5,2.6882352941176473,refuel,reparking
Renault Kaptur,standart,petrol,3.88,2014,60613,2019,5.445229885057471,10116557.591896258,0.37,131.5601460220393,171,36.0,130,-8.11020948637848,7.894827586206897,1288.0,0.6960761134365446,35.51724137931034,27.0,4.5588235294117645,refuel_check,repair
Renault Sandero,standart,petrol,4.42,2015,78525,2022,4.673218390804598,17103862.577208605,0.1,187.0,170,56.0,601,-1.6984821565190904,8.152298850574713,2297.0,0.5221328062232669,34.270114942528735,25.0,3.138235294117647,refuel_check,repair
Kia Rio X,economy,petrol,4.46,2012,30674,2021,4.74683908045977,22021084.370032907,0.1,194.0,170,51.0,547,1.7074746944848123,7.9798850574712645,1691.0,0.7299783596124478,34.264367816091955,24.5,3.6911764705882355,refuel_check,repair
Smart Coupe,economy,petrol,3.46,2016,94217,2021,4.573448275862069,14437615.30394679,0.54,120.8184660589458,170,56.5,736,-14.349663075693634,8.058620689655173,2038.0,0.46279620224797713,33.804597701149426,27.0,4.120588235294117,refuel,repair
Mini Cooper,business,petrol,4.1,2012,20824,2016,4.418218390804598,13974387.800326731,0.1,111.31206370407529,168,39.5,149,-11.089780353841252,7.891954022988506,1607.0,0.6986942392804653,33.89655172413793,25.0,2.976470588235294,refuel_check,repair
Hyundai Solaris,economy,petrol,5.4,2015,87468,2021,4.516896551724138,24664170.03420172,0.1,170.0,170,45.5,132,5.046691345690359,7.790229885057471,1611.0,0.6966488605791635,33.3448275862069,23.0,3.8676470588235294,refuel,repair
Kia Rio X,economy,petrol,1.04,2014,72790,2021,4.2555172413793105,17008131.790687475,0.1,189.1239742348236,168,45.0,132,1.6238973330816795,7.975862068965517,1255.0,0.4037129498197458,35.02298850574713,26.0,3.235294117647059,refuel,repair
Hyundai Solaris,economy,petrol,5.04,2013,43721,2016,4.576551724137931,12161782.239341052,0.1,122.7288694259307,172,53.0,575,-7.65713596052886,8.077586206896552,1853.0,0.608658388460817,34.89655172413793,26.5,3.7088235294117644,refuel_check,reparking
Smart Coupe,economy,petrol,4.74,2014,59095,2015,4.056609195402299,9378145.322591655,0.0,199.0605563103869,172,43.0,136,-33.74761668487634,7.987931034482759,1288.0,0.7053953808491035,34.724137931034484,26.0,4.008823529411765,refuel,repair
Skoda Rapid,economy,petrol,3.52,2015,83333,2021,4.067931034482759,17548279.5965073,0.1,197.91165934167572,171,42.5,137,-25.911315260076762,7.872413793103448,1581.0,0.7993380385835638,34.85057471264368,25.5,3.429411764705882,refuel_check,reparking
Kia Rio X,economy,petrol,4.68,2015,72155,2016,4.24632183908046,8600717.899110386,0.1,188.1863287623172,168,39.5,127,-7.784016092161886,7.986781609195402,1281.0,0.5174076422966634,36.35632183908046,28.5,3.591176470588235,refuel_check,repair
Kia Sportage,standart,petrol,4.48,2014,65533,2016,4.2267816091954025,11603693.031882366,0.1,106.55324987378296,169,38.0,149,-4.204960725525851,7.798275862068966,1535.0,0.5758113398316383,33.2816091954023,24.0,3.3147058823529414,refuel,reparking
Audi A3,premium,petrol,5.18,2015,91210,2020,5.360574712643678,11706664.29334013,0.1,122.23482458899034,172,39.5,144,-22.925812953292798,8.086206896551724,1260.0,0.6183256888260658,35.5919540229885,26.0,3.144117647058824,refuel,reparking
Renault Kaptur,standart,petrol,3.2,2015,73265,2018,4.6129310344827585,5268451.728787019,0.27,200.0,171,53.0,559,-11.411452022535975,8.123563218390805,2341.0,0.6228911549548899,33.339080459770116,25.0,3.4529411764705884,refuel_check,repair
Smart Coupe,economy,petrol,4.06,2014,69285,2014,4.695919540229886,19344765.266803052,0.1,195.04778556322532,169,56.0,708,-7.159917482887563,8.032183908045976,1946.0,0.5639676003244383,34.03448275862069,26.0,3.179411764705882,refuel_check,reparking
Renault Kaptur,standart,petrol,4.32,2015,88574,2017,4.439655172413793,12228822.117047489,0.1,150.1721763780557,165,40.5,129,2.6451542139529556,8.124137931034483,1895.0,0.6899234663205144,34.298850574712645,26.5,2.361764705882353,refuel_check,reparking
Kia Rio X,economy,petrol,3.04,2013,43207,2017,4.761264367816092,10339137.323120212,0.1,156.0,170,34.5,130,-4.326004792490522,8.08103448275862,2002.0,0.5080961165619907,33.247126436781606,27.0,3.338235294117647,refuel,repair
Smart ForFour,economy,petrol,5.08,2017,110853,2017,5.298793103448276,12795511.79352626,0.1,109.04047749823656,172,39.5,140,-3.511726070625187,8.025862068965518,1332.0,0.31300631344108065,33.5,28.5,3.6029411764705883,refuel_check,repair
VW Polo,economy,petrol,5.0,2012,24149,2021,4.49896551724138,11998228.710873885,0.0,170.73754945808653,167,44.0,145,8.27748905748902,8.003448275862068,1257.0,0.3530699760672538,33.97701149425287,27.5,2.7323529411764707,refuel_check,reparking
Kia Rio X,economy,petrol,4.5,2012,20871,2017,4.266379310344828,11639605.659948159,0.1,182.05330398041227,168,44.0,145,-0.6108230629279882,8.051149425287356,2320.0,0.4381680751153762,34.0919540229885,27.5,4.017647058823529,refuel_check,repair
Smart Coupe,economy,petrol,2.72,2016,97460,2020,4.578218390804598,10584596.326119633,0.4,97.43197312709076,164,38.0,147,0.5167042999869437,7.816091954022989,1617.0,0.6052879496536064,33.333333333333336,24.0,3.552941176470588,refuel,repair
Renault Sandero,standart,petrol,4.14,2013,41962,2016,4.493448275862069,15993199.470664706,0.1,189.415752709356,169,57.0,697,-8.815600218973422,8.149425287356323,1734.0,0.4972017945072316,33.02298850574713,26.5,4.3088235294117645,refuel,repair
VW Polo,economy,petrol,5.02,2012,21148,2016,3.9573563218390806,8308833.135890617,0.1,198.3672318203993,167,49.0,146,-22.574069916764735,7.794827586206896,1639.0,0.47005357994710883,33.735632183908045,24.5,3.4441176470588233,refuel_check,repair
Renault Sandero,standart,petrol,3.68,2014,62343,2020,4.210172413793104,8402973.109770024,0.1,175.26045288446076,170,43.5,140,0.556791501169656,8.004597701149425,1378.0,0.7798811467466559,32.87931034482759,23.0,3.158823529411765,refuel_check,repair
Kia Rio X-line,economy,petrol,4.98,2014,59833,2014,3.964655172413793,15676809.018541276,0.1,166.50377958807002,168,41.0,150,-3.5870698855050698,8.067816091954024,1936.0,0.40800855338938535,34.10919540229885,27.5,2.7529411764705882,refuel_check,reparking
Hyundai Solaris,economy,petrol,3.5,2015,76001,2018,4.1417816091954025,12155217.875242645,0.1,190.44310647145437,167,42.0,149,-2.415873231831236,7.998850574712644,1362.0,0.5803360422583257,33.95402298850575,26.0,2.888235294117647,refuel,repair
VW Polo,economy,petrol,4.54,2011,576,2016,4.424367816091954,14500234.705658358,0.1,125.75424712148347,166,38.0,122,5.700605138156062,7.844827586206897,1573.0,0.5906576171704664,33.40229885057471,28.0,2.9647058823529413,refuel,reparking
Renault Sandero,standart,petrol,2.84,2013,42587,2018,4.691149425287357,12104206.22722879,0.1,120.54581590443644,168,42.0,115,-4.088148064107502,7.863793103448276,1580.0,0.6205263806580276,34.68390804597701,19.5,4.082352941176471,reparking,repair
Smart ForFour,economy,petrol,4.56,2015,82544,2017,4.028448275862069,21091461.7600026,0.1,192.18985292854663,171,45.0,132,-0.777090675132327,7.845977011494253,1597.0,0.5039436997780057,33.88505747126437,23.0,3.7735294117647062,refuel_check,repair
Renault Kaptur,standart,petrol,4.26,2012,24105,2019,4.707356321839081,8361967.030199542,0.1,120.80121986750424,168,42.0,141,8.447469272828418,7.8816091954023,1500.0,0.5744818950586098,33.367816091954026,27.0,4.214705882352941,refuel,repair
Renault Sandero,standart,petrol,3.9,2014,67561,2018,4.18867816091954,11649977.995875219,0.0,199.59807184750107,168,48.0,155,-5.264269209630754,8.00919540229885,1279.0,0.5577290411370147,35.2816091954023,25.0,2.8323529411764703,refuel_check,reparking
Kia Rio X-line,economy,petrol,4.76,2015,89626,2017,4.182816091954023,20635373.397008546,0.0,200.0,165,48.0,141,7.528693088506372,8.052873563218391,1265.0,0.8133460908877087,34.5,27.0,3.2294117647058824,refuel_check,reparking
Kia Rio X-line,economy,petrol,3.54,2014,68064,2019,4.397068965517241,15369070.025524585,0.1,188.0051985181376,168,43.0,130,-2.432630040019675,7.804597701149425,1552.0,0.7214730645445612,33.293103448275865,22.0,3.1323529411764706,repair,reparking
Renault Kaptur,standart,petrol,4.58,2012,19937,2016,4.451896551724138,11468009.614922877,0.0,200.0,166,43.5,141,-7.894501535913148,7.950574712643679,1213.0,0.39130084783704716,33.14942528735632,26.0,3.5617647058823527,refuel,reparking
Smart Coupe,economy,petrol,4.78,2014,63372,2015,4.7346551724137935,8076438.013762557,0.32,147.0,168,33.5,139,-12.965121055606785,8.117816091954023,1694.0,0.5817392727577411,33.5632183908046,27.0,2.3676470588235294,refuel,reparking
Kia Rio X-line,economy,petrol,3.06,2013,41027,2020,5.473448275862069,11895086.403449906,0.1,115.50610409218208,172,39.0,152,6.540513838125786,8.036206896551723,1350.0,0.5115369840848223,32.724137931034484,29.0,3.1029411764705883,refuel_check,reparking
Renault Sandero,standart,petrol,5.12,2014,63057,2019,5.509942528735633,13331372.734291783,0.91,116.54473072996429,171,37.0,140,0.18817068517389,7.970689655172414,1296.0,0.3774117296285453,33.689655172413794,25.5,3.8823529411764706,refuel,reparking
VW Tiguan,economy,petrol,4.4,2016,110995,2019,5.205114942528736,7059207.465105991,0.1,109.96395808329794,167,40.0,155,27.286362075582247,7.918390804597701,1158.0,0.48460135736962195,35.798850574712645,26.5,4.670588235294118,refuel,repair
Hyundai Solaris,economy,petrol,4.4,2011,4913,2020,4.187068965517241,18315043.308219038,0.0,205.83812990827357,168,44.0,139,-0.0613062771521705,8.046551724137931,1380.0,0.7479626198906727,32.229885057471265,26.5,3.4970588235294118,refuel,reparking
Kia Rio X,economy,petrol,4.06,2015,90121,2019,3.861034482758621,15927674.800588705,0.1,198.8148672077672,169,45.5,147,-0.47498004513452086,7.847126436781609,1541.0,0.8561754508105776,32.264367816091955,25.5,2.661764705882353,refuel,reparking
MINI CooperSE,business,electro,6.0,2015,73789,2019,4.035689655172414,14020243.529370654,0.1,183.5018292447652,167,42.0,128,0.6653060880463232,7.958620689655172,1643.0,0.6752159911002215,34.775862068965516,26.0,3.764705882352941,refuel_check,repair
Hyundai Solaris,economy,petrol,6.92,2013,51417,2018,4.535862068965518,3717613.8223485765,0.1,160.0,170,50.5,570,3.9244512842648547,8.122413793103448,1669.0,0.5857033543868151,33.50574712643678,25.0,3.682352941176471,refuel,repair
VW Polo VI,economy,petrol,2.86,2015,75719,2017,3.9932758620689657,12435252.16971768,0.1,193.7577946890529,168,42.0,137,7.868504386505937,7.879310344827586,1706.0,0.6517003362286067,32.06896551724138,24.5,3.9470588235294115,refuel_check,repair
Nissan Qashqai,standart,petrol,3.92,2013,43976,2016,4.528218390804597,16427714.09490774,0.1,178.45263308479238,170,42.0,122,-1.7457128040863088,7.872413793103448,1581.0,0.41738948018332556,33.166666666666664,28.0,4.329411764705882,refuel,repair
Audi A3,premium,petrol,4.24,2015,76607,2021,3.9017816091954023,14993060.770340404,0.1,172.2095915259032,166,48.0,133,0.3926983832873103,8.208045977011494,1922.0,0.6057660153905928,36.21264367816092,26.0,3.4176470588235297,refuel,repair
Kia Rio X-line,economy,petrol,3.38,2014,73880,2019,4.774597701149425,12496081.987946253,0.11,173.215408376813,168,41.0,143,-5.635883954546543,8.07183908045977,2012.0,0.712100907084861,34.632183908045974,26.5,3.0088235294117647,refuel,repair
Renault Sandero,standart,petrol,2.12,2015,77686,2022,5.390114942528736,12207737.228122225,0.1,105.36079543684396,173,40.5,154,-3.9038640347074267,8.017241379310345,1321.0,0.5061983093134641,34.54022988505747,26.0,3.6352941176470592,oil_change,repair
Skoda Rapid,economy,petrol,4.98,2016,93644,2016,4.485747126436782,13943695.603928769,0.1,122.1054694316433,169,38.0,158,8.235982263097583,7.6770114942528735,1550.0,0.3561914479945253,33.50574712643678,27.0,4.235294117647059,refuel_check,repair
